Atlanti's Project Engine Memory Tracker - 0.1A
----------------------------------------------

Logging...


Reporting Leaks...
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13e8834.
[inc/Map.h]{Pair}(39) 20 bytes leak in adress 0x13f268c.
[inc/Map.h]{Pair}(39) 20 bytes leak in adress 0x13f288c.
[inc/Map.h]{Pair}(39) 20 bytes leak in adress 0x13f2dac.
[inc/Map.h]{Pair}(39) 20 bytes leak in adress 0x13f358c.
[inc/Map.h]{Pair}(39) 20 bytes leak in adress 0x13f3a6c.
[inc/Map.h]{Pair}(39) 20 bytes leak in adress 0x13f3bac.
[inc/Map.h]{Pair}(39) 20 bytes leak in adress 0x13f43ec.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13f486c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13f4884.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13f489c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13f48b4.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13f48cc.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13f48e4.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13f48fc.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13f4914.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13f492c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13f4944.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13f495c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13f4974.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13f498c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13f49a4.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13f49bc.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13f49d4.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13f49ec.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13f4a04.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13f4a1c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13f4a34.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13f4a4c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13f4a64.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13f4a7c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13f4a94.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13f4aac.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13f4ac4.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13f4adc.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13f4af4.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13f4b0c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13f4b24.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13f4b3c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13f4b54.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13f4b6c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13f4b84.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13f4b9c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13f4bb4.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13f4bcc.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13f4be4.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13f4bfc.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13f4c14.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13f4c2c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13f4c44.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13f4c5c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13f4c74.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13f4c8c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13f4ca4.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13f4cbc.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13f4cd4.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13f4cec.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13f4d04.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13f4d1c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13f4d34.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13f4d4c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13f4d64.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13f4d7c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13f4d94.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13f4dac.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13f4dc4.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13f4ddc.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13f4df4.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13f4e0c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13f4e24.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13f4e3c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13f4e54.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13f4e6c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13f4e84.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13f4e9c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13f4eb4.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13f4ecc.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13f4ee4.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13f4efc.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13f4f14.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13f4f2c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13f4f44.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13f4f5c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13f4f74.
[inc/Map.h]{Pair}(38) 12 bytes leak in adress 0x13f4fa4.
[inc/Map.h]{Pair}(38) 12 bytes leak in adress 0x13f501c.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13f5068.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13f5078.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13f5088.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13f5098.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13f50a8.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13f50b8.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13f50c8.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13f50d8.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13f50e8.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13f50f8.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13f5108.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13f5118.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13f5128.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13f5138.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13f5148.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13f5158.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13f5168.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13f5178.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13f5188.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13f5198.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13f51a8.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13f51b8.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13f51c8.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13f51d8.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13f51e8.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13f51f8.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13f5208.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13f5218.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13f5228.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13f5238.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13f5248.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13f5258.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13f5268.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13f5278.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13f5288.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13f5298.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13f52a8.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13f52b8.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13f52c8.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13f52d8.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13f52e8.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13f52f8.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13f5308.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13f5318.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13f5328.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13f5338.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13f5348.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13f5358.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13f5368.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13f5378.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13f5388.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13f5398.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13f53a8.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13f53b8.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13f53c8.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13f53d8.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13f53e8.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13f53f8.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13f5408.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13f5418.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13f5428.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13f5438.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13f5448.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13f5458.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13f5468.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13f5478.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13f5488.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13f5498.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13f54a8.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13f54b8.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13f54c8.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13f54d8.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13f54e8.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13f54f8.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13f5508.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13f5518.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13f5528.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13f5538.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13f5548.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13f5558.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13f5568.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13f5578.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13f5588.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13f5598.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13f55a8.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13f55b8.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13f55c8.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13f55d8.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13f55e8.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13f55f8.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13f5608.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13f5618.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13f5628.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13f5638.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13f5648.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13f5658.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13f5668.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13f5678.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13f5688.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13f5698.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13f56a8.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13f56b8.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13f56c8.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13f56d8.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13f56e8.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13f56f8.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13f5708.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13f5718.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13f5728.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13f5738.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13f5748.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13f5758.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13f5768.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13f5778.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13f5788.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13f5798.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13f57a8.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13f57b8.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13f57c8.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13f57d8.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13f57e8.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13f57f8.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13f5808.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13f5818.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13f5828.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13f5838.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13f5848.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13f5858.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13f5868.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13f5878.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13f5888.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13f5898.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13f58a8.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13f58b8.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13f58c8.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13f58d8.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13f58e8.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13f58f8.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13f5908.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13f5918.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13f5928.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13f5938.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13f5948.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13f5958.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13f5968.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13f5978.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13f5988.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13f5998.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13f59a8.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13f59b8.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13f59c8.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13f59d8.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13f59e8.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13f59f8.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13f5a08.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13f5a18.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13f5a28.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13f5a38.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13f5a48.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13f5a58.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13f5a68.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13f5a78.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13f5a88.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13f5a98.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13f5aa8.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13f5ab8.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13f5ac8.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13f5ad8.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13f5ae8.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13f5af8.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13f5b08.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13f5b18.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13f5b28.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13f5b38.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13f5b48.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13f5b58.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13f5b68.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13f5b78.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13f5b88.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13f5b98.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13f5ba8.
[inc/SharedPointer.h]{bind}(197) 4 bytes leak in adress 0x13f5bbc.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13f5bc8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13f5bd8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13f5be8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13f5bf8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13f5c08.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13f5c18.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13f5c28.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13f5c38.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13f5c58.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13f5c68.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13f5c88.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13f5c98.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13f5ca8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13f5cb8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13f5cc8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13f5cd8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13f5cf8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13f5d08.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13f5d28.
[inc/Map.h]{Pair}(39) 4 bytes leak in adress 0x13f5d38.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13f5d58.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13f5d68.
[inc/Map.h]{Pair}(39) 4 bytes leak in adress 0x13f5d78.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13f5d88.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13f5d98.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13f5da8.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13f5db8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13f5dc8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13f5dd8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13f5de8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13f5df8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13f5e08.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13f5e28.
[inc/Map.h]{Pair}(39) 4 bytes leak in adress 0x13f5e38.
[inc/Map.h]{Pair}(39) 4 bytes leak in adress 0x13f5e58.
[inc/Map.h]{Pair}(39) 4 bytes leak in adress 0x13f5e68.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13f5e78.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13f5e88.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13f5e98.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13f5ea8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13f5eb8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13f5ec8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13f5ed8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13f5ee8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13f5ef8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13f5f08.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13f5f18.
[inc/Map.h]{Pair}(39) 4 bytes leak in adress 0x13f5f38.
[inc/Map.h]{Pair}(39) 4 bytes leak in adress 0x13f5f48.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13f5f58.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13f5f68.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13f5f78.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13f5f88.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13f5fa8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13f5fb8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13f5fc8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13f5fd8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13f5fe8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13f6008.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13f6018.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13f6038.
[inc/Map.h]{Pair}(38) 12 bytes leak in adress 0x13fa09c.
[inc/Map.h]{Pair}(38) 12 bytes leak in adress 0x13fa114.
[inc/Map.h]{Pair}(38) 12 bytes leak in adress 0x13fa1a4.
[inc/Map.h]{Pair}(38) 12 bytes leak in adress 0x13fa234.
[inc/Map.h]{Pair}(38) 12 bytes leak in adress 0x13fa2ac.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13fa30c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13fa324.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13fa33c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13fa354.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13fa36c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13fa384.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13fa39c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13fa3b4.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13fa3cc.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13fa3e4.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13fa3fc.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13fa414.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13fa42c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13fa444.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13fa45c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13fa474.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13fa48c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13fa4a4.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13fa4bc.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13fa4d4.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13fa4ec.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13fa504.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13fa51c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13fa534.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13fa54c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13fa564.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13fa57c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13fa594.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13fa5ac.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13fa5c4.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13fa5dc.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13fa5f4.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13fa60c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13fa624.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13fa63c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13fa654.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13fa66c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13fa684.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13fa69c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13fa6b4.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13fa6cc.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13fa6e4.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13fa6fc.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13fa714.
