Atlanti's Project Engine Memory Tracker - 0.1A
----------------------------------------------

Logging...


Reporting Leaks...
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13ad058.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13ad068.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13ad078.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13ad088.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13ad098.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13ad0a8.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13ad0b8.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13ad0c8.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13ad0d8.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13ad0e8.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13ad0f8.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13ad108.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13ad118.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13ad128.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13ad138.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13ad148.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13ad158.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13ad168.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13ad178.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13ad188.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13ad198.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13ad1a8.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13ad1b8.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13ad1c8.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13ad1d8.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13ad1e8.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13ad1f8.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13ad208.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13ad218.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13ad228.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13ad238.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13ad248.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13ad258.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13ad268.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13ad278.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13ad288.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13ad298.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13ad2a8.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13ad2b8.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13ad2c8.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13ad2d8.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13ad2e8.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13ad2f8.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13ad308.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13ad318.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13ad328.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13ad338.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13ad348.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13ad358.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13ad368.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13ad378.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13ad388.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13ad398.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13ad3a8.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13ad3b8.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13ad3c8.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13ad3d8.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13ad3e8.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13ad3f8.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13ad408.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13ad418.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13ad428.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13ad438.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13ad46c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13ad484.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13ad49c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13ad4b4.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13ad4cc.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13ad4e4.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13ad4fc.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13ad514.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13ad52c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13ad544.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13ad55c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13ad574.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13ad58c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13ad5a4.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13ad5bc.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13ad5d4.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13ad5ec.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13ad604.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13ad61c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13ad634.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13ad64c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13ad664.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13ad67c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13ad694.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13ad6ac.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13ad6c4.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13ad6dc.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13ad6f4.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13ad70c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13ad724.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13ad73c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13ad754.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13ad76c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13ad784.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13ad79c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13ad7b4.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13ad7cc.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13ad7e4.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13ad7fc.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13ad814.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13ad82c.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13af868.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13af878.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13af888.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13af898.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13af8a8.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13af8b8.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13af8c8.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13af8d8.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13af8e8.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13af8f8.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13af908.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13af918.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13af928.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13af938.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13af948.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13af958.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13af968.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13af978.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13af988.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13af998.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13af9a8.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13af9b8.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13af9c8.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13af9d8.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13af9e8.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13af9f8.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13afa08.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13afa18.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13afa28.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13afa38.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13afa48.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13afa58.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13afa68.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13afa78.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13afa88.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13afa98.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13afaa8.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13afab8.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13afac8.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13afad8.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13afae8.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13afaf8.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13afb08.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13afb18.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13afb28.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13afb38.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13afb48.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13afb58.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13afb68.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13afb78.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13afb88.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13afb98.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13afba8.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13afbb8.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13afbc8.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13afbd8.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13afbe8.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13afbf8.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13afc08.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13afc18.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13afc28.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13afc38.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13afc48.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13afc58.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13afc68.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13afc78.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13afc88.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13afc98.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13afca8.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13afcb8.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13afcc8.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13afcd8.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13afce8.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13afcf8.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13afd08.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13afd18.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13afd28.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13afd38.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13afd48.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13afd58.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13afd68.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13afd78.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13afd88.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13afd98.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13afda8.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13afdb8.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13afdc8.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13afdd8.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13afde8.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13afdf8.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13afe08.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13afe18.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13afe28.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13afe38.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13afe48.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13afe58.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13afe68.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13afe78.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13afe88.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13afe98.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13afea8.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13afeb8.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13afec8.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13afed8.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13afee8.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13afef8.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13aff08.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13aff18.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13aff28.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13aff38.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13aff48.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13aff58.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13aff68.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13aff78.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13aff88.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13aff98.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13affa8.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13affb8.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13affc8.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13affd8.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13affe8.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13afff8.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13b0008.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13b0018.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13b0028.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13b0038.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13b006c.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13b0084.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13b009c.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13b00b4.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13b00cc.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13b00e4.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13b00fc.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13b0114.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13b012c.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13b0144.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13b015c.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13b0174.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13b018c.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13b01a4.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13b01bc.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13b01d4.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13b01ec.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13b0204.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13b021c.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13b0234.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13b024c.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13b0264.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13b027c.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13b0294.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13b02ac.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13b02c4.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13b02dc.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13b02f4.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13b030c.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13b0324.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13b033c.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13b0354.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13b036c.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13b0384.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13b039c.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13b03b4.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13b03cc.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13b03e4.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13b03fc.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13b0414.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13b042c.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13b6468.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13b6478.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13b6488.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13b6498.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13b64a8.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13b64b8.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13b64c8.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13b64d8.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13b64e8.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13b64f8.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13b6508.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13b6518.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13b6528.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13b6538.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13b6548.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13b6558.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13b6568.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13b6578.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13b6588.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13b6598.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13b65a8.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13b65b8.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13b65c8.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13b65d8.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13b65e8.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13b65f8.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13b6608.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13b6618.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13b6628.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13b6638.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13b6648.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13b6658.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13b6668.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13b6678.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13b6688.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13b6698.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13b66a8.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13b66b8.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13b66c8.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13b66d8.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13b66e8.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13b66f8.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13b6708.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13b6718.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13b6728.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13b6738.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13b6748.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13b6758.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13b6768.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13b6778.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13b6788.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13b6798.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13b67a8.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13b67b8.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13b67c8.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13b67d8.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13b67e8.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13b67f8.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13b6808.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13b6818.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13b6828.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13b6838.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13b6848.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13b6858.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13b6868.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13b6878.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13b6888.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13b6898.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13b68a8.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13b68b8.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13b68c8.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13b68d8.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13b68e8.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13b68f8.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13b6908.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13b6918.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13b6928.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13b6938.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13b6948.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13b6958.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13b6968.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13b6978.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13b6988.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13b6998.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13b69a8.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13b69b8.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13b69c8.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13b69d8.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13b69e8.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13b69f8.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13b6a08.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13b6a18.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13b6a28.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13b6a38.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13b6a48.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13b6a58.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13b6a68.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13b6a78.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13b6a88.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13b6a98.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13b6aa8.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13b6ab8.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13b6ac8.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13b6ad8.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13b6ae8.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13b6af8.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13b6b08.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13b6b18.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13b6b28.
